1 674.968286784 0.00722922120797 0.00722922120797
2 674.893201157 0.0289152764062 0.0289152764062
3 674.789209642 0.0650548240783 0.0650548240783
4 674.656321769 0.115643284499 0.115643284499
5 674.494549542 0.180674840191 0.180674840191
6 674.30390744 0.260142436491 0.260142436491
7 674.084412415 0.354037782213 0.354037782213
8 673.83608389 0.462351350431 0.462351350431
9 673.55894376 0.585072379355 0.585072379355
10 673.253016384 0.72218887332 0.72218887332
11 672.91832859 0.873687603877 0.873687603877
12 672.554909666 1.03955411099 1.03955411099
13 672.162791363 1.21977270435 1.21977270435
14 671.742007889 1.41432646477 1.41432646477
15 671.292595905 1.6231972457 1.6231972457
16 670.814594526 1.84636567485 1.84636567485
17 670.308045314 2.08381115593 2.08381115593
18 669.772992273 2.33551187045 2.33551187045
19 669.209481852 2.60144477968 2.60144477968
20 668.617562932 2.88158562666 2.88158562666
21 667.997286828 3.17590893836 3.17590893836
22 667.348707282 3.48438802795 3.48438802795
23 666.67188046 3.8069949971 3.8069949971
24 665.966864944 4.14370073846 4.14370073846
25 665.233721729 4.49447493823 4.49447493823
26 664.47251422 4.85928607879 4.85928607879
27 663.683308221 5.2381014415 5.2381014415
28 662.866171933 5.63088710955 5.63088710955
29 662.021175948 6.0376079709 6.0376079709
30 661.14839324 6.4582277214 6.4582277214
31 660.247899165 6.89270886795 6.89270886795
32 659.319771444 7.34101273174 7.34101273174
33 658.364090168 7.80309945168 7.80309945168
34 657.380937783 8.27892798785 8.27892798785
35 656.370399085 8.76845612505 8.76845612505
36 655.332561212 9.27164047655 9.27164047655
37 654.267513641 9.7884364878 9.7884364878
38 653.175348173 10.3187984404 10.3187984404
39 652.05615893 10.8626794558 10.8626794558
40 650.910042345 11.4200315 11.4200315
41 649.737097154 11.9908053869 11.9908053869
42 648.537424389 12.5749507832 12.5749507832
43 647.311127365 13.1724162126 13.1724162126
44 646.058311677 13.7831490603 13.7831490603
45 644.779085185 14.4070955771 14.4070955771
46 643.473558009 15.0442008851 15.0442008851
47 642.141842517 15.6944089813 15.6944089813
48 640.784053316 16.3576627433 16.3576627433
49 639.400307242 17.0339039338 17.0339039338
50 637.990723351 17.723073206 17.723073206
51 636.555422908 18.4251101082 18.4251101082
52 635.094529374 19.1399530898 19.1399530898
53 633.6081684 19.8675395058 19.8675395058
54 632.096467812 20.607805623 20.607805623
55 630.559557604 21.3606866249 21.3606866249
56 628.997569921 22.1261166176 22.1261166176
57 627.410639054 22.9040286358 22.9040286358
58 625.798901424 23.6943546477 23.6943546477
59 624.162495573 24.497025562 24.497025562
60 622.501562149 25.311971233 25.311971233
61 620.816243896 26.1391204671 26.1391204671
62 619.106685643 26.9784010288 26.9784010288
63 617.373034286 27.8297396472 27.8297396472
64 615.615438784 28.6930620219 28.6930620219
65 613.834050137 29.5682928297 29.5682928297
66 612.029021379 30.4553557311 30.4553557311
67 610.200507564 31.354173377 31.354173377
68 608.348665748 32.2646674149 32.2646674149
69 606.473654984 33.1867584965 33.1867584965
70 604.575636299 34.1203662835 34.1203662835
71 602.654772688 35.0654094555 35.0654094555
72 600.711229093 36.0218057166 36.0218057166
73 598.745172395 36.9894718022 36.9894718022
